ID,Word,POS,Oxford 5000 Meanings,Oxford Score,Oxford Status,CLD Meanings,CLD Score,CLD Status,Sam Meanings,Sam Score,Sam Status,Muller AST Meanings,Muller AST Score,Muller AST Status,Muller A4 Meanings,Muller A4 Score,Muller A4 Status,Muller 300k Meanings,Muller 300k Score,Muller 300k Status,Shkolnik Meanings,Shkolnik Score,Shkolnik Status
459,fantasy,noun,"воображение, фантазия | иллюзия; игравообра-жения | каприз | = fantasia",10.0,Сбалансирован (идеальный порядок),фантазия,5.0,Недостаточен (только 1 значение),"воображение, фантазия | предаваться фантазиям | жить в мире иллюзии | каприз | фэнтази (литературныи | жанр",8.0,Сбалансирован (хороший),"фанта зия, воображе ние",3.5,Недостаточен (только 1 значение),"воображение, фантазия | иллюзия | игра вообра жения | каприз",10.0,Сбалансирован (идеальный порядок),фан та зия,3.5,Недостаточен (только 1 значение),,0.0,Отсутствует в словаре
460,queue,"noun, verb","очередь, хвост | косичка (париЗ ка ) | attr.: ~ jumper  тот, кто хочет получить что-л. или  пройтикуда-л. без очереди | стоять в очереди, становиться в очередь (часто  ~ up) | заплетать (в) косу queueпjump [/G02/G0B/G1C/G1D/G16/G0D/G07/G14/G1E/G1F] v  полу-чить, сделать (чтоЗл. ) или пройти  (кудаЗл. ) без очереди",10.0,Сбалансирован (идеальный порядок),очередь,2.5,Недостаточен (пропущена часть речи),"очередь, хвост | стоять в очереди",6.3,Удовлетворительный,о чередь | стоя ть в о череди,4.8,Удовлетворительный,"очередь, хвост | стоять в очереди, становиться в очередь (часто | заплетать (в) косу | полу чить, сделать (чтол | стоять в очереди | организовать очередь",7.5,Сбалансирован (хороший),"ко са (во лос | ко сич - ка (па ри ка | оче редь | за пле тать ко су | сто ять, стано вить ся в оче редь | сле до вать, ид ти за",6.4,Удовлетворительный,п очередь | стоять в очереди | стоять в очереди,7.6,Сбалансирован (хороший)
461,via,preposition,через,5.0,Недостаточен (только 1 значение),"через, с остановкой в | путем, с помощью",7.5,Сбалансирован (хороший),"через | с заходом в | лететь в Лондон через Париж | путе | м, через посредство | отмыть деньги через небольшую фирму",9.0,Сбалансирован (идеальный порядок),,0.0,Отсутствует в словаре,через,5.0,Недостаточен (только 1 значение),че рез,3.5,Недостаточен (только 1 значение),,0.0,Отсутствует в словаре
462,loudly,adverb,"громко, шумно; громогласно | кричаще",10.0,Сбалансирован (хороший),,0.0,Отсутствует в словаре,"громко | громогласно | шумно | кричаще, ярко | пе | стро",10.0,Сбалансирован (идеальный порядок),,0.0,Отсутствует в словаре,"громко, шумно | громогласно | кричаще",10.0,Сбалансирован (хороший),"гром ко, шум - но | кри ча ще",7.5,Сбалансирован (хороший),,0.0,Отсутствует в словаре
463,ruin,"noun, verb",разорение; крах | гибель; крушение (надежд  и т.  п.) | (часто  pl) развалины; руины | разорять | разрушать; портить | (по)гу-бить,10.0,Сбалансирован (идеальный порядок),"портить, разрушать | разорять, губить | гибель, крушение | развалины, руины | разорение, крах",6.3,Недостаточен (пропущена часть речи),"гибель, крушение | погубить | разорение, крах | разрушать | уничтожать | расстроить чьи-л планы",8.5,Сбалансирован (идеальный порядок),"ги бель, круше ние | обыкн | разва лина | по)губи ть | разруша ть | разоря ть",6.4,Удовлетворительный,"разорение | крах | разорить, погубить | разорять | разорить ся | разрушать",9.0,Избыточен (сильно перегружен),"ги бель, кру ше ние (на дежд и т | ра зо ре ние",2.5,Недостаточен (пропущена часть речи),"гибель, кру шение | обыкн | развали на | по)губить | раз рушать | разорять",7.8,Сбалансирован (хороший)
464,refuge,"noun, verb","убежище; перен. прибежище | утешитель, утешение | «островок безопасности» (на улиЗ цах с большим  движением ) | давать убежище; перен. служить прибежищем | находить убежище",10.0,Сбалансирован (идеальный порядок),"убежище | убежище, приют",3.8,Недостаточен (пропущена часть речи),"убежище, пристанище",2.5,Недостаточен (пропущена часть речи),убе жище | спаса ться,2.5,Недостаточен (пропущена часть речи),убежище | прибежище | наи | давать убежище | служить прибежищем | находить убежище,9.5,Сбалансирован (идеальный порядок),убе жи ще | пе - рен | при бе жи ще,3.2,Недостаточен (пропущена часть речи),убежище | спасаться,3.2,Недостаточен (пропущена часть речи)
465,feeling,"noun, adjective","чувствительность | чувство, ощущение, сознание; стараться разжалобить кого-л. | эмоция, волнение; чувст-во | от-ношение, настроение; ( часто  pl) взгляд; враждеб-ность; strong ~(s) (глубокое) возму-щение | ощущение, впечатление | сочув-ствие",10.0,Сбалансирован (идеальный порядок),"чувство, эмоция | ощущение, чувствительность | мнение",10.0,Сбалансирован (хороший),"ощущение, чувство, сознание | чувство неудовлетворе | нности | чувство, эмоция | переживание | я не хочу вас обижать",9.0,Избыточен (сильно перегружен),чу вство,3.5,Недостаточен (только 1 значение),"от | чувствительность | у меня онемела нога | чувство, ощущение, сознание | он чувствовал себя в безопасности | взывать к лучшим чувст вам когол",6.0,Избыточен (сильно перегружен),"чув ст во, ощу - ще ние, со зна ние",3.5,Недостаточен (только 1 значение),,0.0,Отсутствует в словаре
466,stance,noun,позиция,5.0,Недостаточен (только 1 значение),"позиция, мнение | поза",7.5,Сбалансирован (хороший),"позиция, отношение | установка | же | сткая позиция на переговорах | поза | стои",8.0,Сбалансирован (хороший),,0.0,Отсутствует в словаре,,0.0,Отсутствует в словаре,по зи ция,3.5,Недостаточен (только 1 значение),,0.0,Отсутствует в словаре
467,sea,noun,"море; beyond (или  over); замо-ре; открытое море; б) на морском берегу | волнение (на  море ); волна; a high (или  heavy, rolling) ~ сильное волне-ние (на  море ) | огромное количество (чегоЗл.) | прилив | attr. морской, приморский",10.0,Сбалансирован (идеальный порядок),море,5.0,Недостаточен (только 1 значение),"море | он сеи | час в плавании | в море, далеко от берега, в плавании | волна, вал | волнение на море",8.0,Сбалансирован (хороший),"мо ре, океа н",3.5,Недостаточен (только 1 значение),море | в море | или | за морем | за мо ре | морем,10.0,Избыточен (сильно перегружен),"в без вы ход ном по ло же нии | ни то ни се | меж ду на ми, кон фи - ден ци аль но | в про ме жут - ках | пе рен | в на и бо лее уяз ви мом ме с те",6.5,Избыточен (сильно перегружен),"море, океан | тюлень | чаи | ка",8.0,Сбалансирован (хороший)
468,dressed,adjective,"одетый, наряженный",10.0,Удовлетворительный,,0.0,Отсутствует в словаре,,0.0,Отсутствует в словаре,,0.0,Отсутствует в словаре,,0.0,Отсутствует в словаре,,0.0,Отсутствует в словаре,,0.0,Отсутствует в словаре
469,cheek,noun,"щека | наглость, самоуверенность | ягодица | боковая стойка; косяк; pl щёки тис-ков | геол. бок жилы | pl  чиксы ( на  мачте )",10.0,Сбалансирован (идеальный порядок),"щека | наглость, нахальство",7.5,Сбалансирован (хороший),щека | сленг ягодица | рядом | подставить другую ще | ку | наглость,9.0,Сбалансирован (идеальный порядок),щека | наха льство,6.5,Сбалансирован (хороший),"щека | наглость, самоуверенность | иметь наглость сказать чтол | ягодица | боковая стои | ка",10.0,Избыточен (сильно перегружен),"ще ка | на - глость, са мо уве рен ность | на халь ст во | круг - лыи | о зна чи тель нои | сум ме",6.5,Сбалансирован (хороший),щека | нахальство | развяз ныи,9.0,Сбалансирован (хороший)
470,inside,noun,"внутренняя сторона; внутренняя часть; внутрен-ность; изнанка | сторонатротуара, удалённая от мостовой | внутрен-няя сторона  ( поворота  дороги ) | середина | внутренности ( особ. желудок и кишечник) | нутро; ду-ша; сокровенные мысли и чувства",10.0,Сбалансирован (идеальный порядок),"внутренний | внутри, внутрь | в течение, в пределах | внутри | в душе | в тюрьме",10.0,Сбалансирован (идеальный порядок),внутренняя часть | внутренняя сторона | изнанка | дверь была заперта изнутри | обыкн | внутренности ( желудок и кишечник,10.0,Избыточен (сильно перегружен),вну тренняя сторона | вну тренность | изна нка | наизна нку | вну треннии | секре тные све дения,8.0,Сбалансирован (хороший),"внутренняя сторона | внутренняя часть | внутрен ность | изнанка | запи рать изнутри | сторона тротуара, удале",10.0,Избыточен (сильно перегружен),"вну т рен няя сто ро на, вну т рен ность | из нан ка | внутрь, вну т ри | в пре - де лах не де ли | на из - нан ку",9.0,Сбалансирован (идеальный порядок),п внутренняя сторона | внутренность | из нанка | наизнанку | внутреннии | секретные сведения,8.0,Сбалансирован (хороший)
471,stomach,noun,"желудок; претить | живот | аппетит, вкус, склон-ность ( к чемуЗл. ) | отвага, мужество",10.0,Сбалансирован (идеальный порядок),желудок | живот,7.5,Сбалансирован (хороший),"желудок | живот | аппетит | не любить жирного | вкус, склонность | терпеть, сносить, выносить",10.0,Сбалансирован (идеальный порядок),желу док | живо т,5.0,Удовлетворительный,желудок | на пустои | го лодныи | сытыи | вызывать тошноту | претить,8.0,Избыточен (сильно перегружен),"за мо рить чер вяч ка | же лу - док, жи вот | ап пе тит | вкус к че му-ли бо",6.5,Сбалансирован (хороший),желудок | живот,7.5,Сбалансирован (хороший)
472,medium,"noun, adjective","середина, промежуточная сту-пень | средство, способ; through (или  by) | физ.  среда | обстановка, услоц вия (жизни ) | жив.  растворитель (краски ) | агент, посредник; по-средничество",10.0,Сбалансирован (идеальный порядок),средний | средство,7.5,Сбалансирован (хороший),"середина | промежуточная ступень | жив растворитель, разбавитель (краски | средство | способ, путь | медиум (у спиритов",9.0,Сбалансирован (идеальный порядок),сре дство | физ среда | сре днии,7.5,Сбалансирован (хороший),"середина, промежуточная сту пень | золотая середина | средство, способ | деньги, средство обращения | или | через посредство",10.0,Избыточен (сильно перегружен),"се ре ди на, про ме жу точ ная сту пень, сред нее чис ло | зо ло тая се ре ди - на | сред ст во, спо соб | сред не го раз ме ра",8.0,Сбалансирован (хороший),сред ство | физ | среда | а сред нии,8.5,Сбалансирован (идеальный порядок)
473,clue,noun,ключ ( к разгадке чеЗ го-л.); улика | нить ( рассказа и т. п. ); ход мыслей cluedпup [ /G01/G0A/G1E/G0F/G1C/G1A/G07/G23] a  осведомлённый,7.5,Сбалансирован (хороший),"улика, подсказка",5.0,Недостаточен (только 1 значение),ключ к разгадке | ключ к разгадке этои | таи | ны | ничего не понимать | давать ключ к разгадке,9.0,Сбалансирован (идеальный порядок),ключ (к разгадке | ули ка,6.5,Сбалансирован (хороший),ключ (к разгадке че гол | улика | нить (рассказа и т | ход мыслеи,10.0,Сбалансирован (идеальный порядок),ключ | пу те вод ная) нить,7.5,Сбалансирован (хороший),ключ (к разгадке | улика,7.5,Сбалансирован (хороший)
474,gallery,noun,"галерея | галёр-ка; публика на галёрке; искать дешёвой попу-лярности | хоры | галерея, пор-тик, балкон | горн.  штрек, штольня",10.0,Сбалансирован (идеальный порядок),"галерея | галерея, хоры",7.5,Сбалансирован (хороший),"галерея | картинная галерея | хоры | галерея, портик | балкон | театр балкон, гале",10.0,Сбалансирован (идеальный порядок),галере я,3.5,Недостаточен (только 1 значение),"галерея | гале | р ка | публика на гале | рке | играть, рассчитывая на деше",8.0,Сбалансирован (хороший),га ле рея | га лер ка,5.0,Удовлетворительный,галерея,5.0,Недостаточен (только 1 значение)
475,legend,noun,"легенда | ле-генда, надпись (на  монете,  медали, гравюре  и т. п. ) | топ.  легенда",10.0,Сбалансирован (хороший),легенда | легендарная личность,7.5,Сбалансирован (хороший),"легенда | предание | выдающаяся личность | легенда, надпись (на монете, медали | подпись (к иллюстрации, схеме",9.0,Сбалансирован (идеальный порядок),леге нда | на дпись,5.0,Удовлетворительный,"легенда | ле генда, надпись (на монете, медали, гравюре и т | топ",10.0,Сбалансирован (хороший),ле ген да,3.5,Недостаточен (только 1 значение),легенда | надпись,7.5,Сбалансирован (хороший)
476,exclude,verb,"не впускать; не допускать ( возможности и  т.  п.); устранять | ис-ключать, выгонять (from) | снимать (с обсуждения,  рассмотрения ); изы-мать",6.0,Удовлетворительный,не допускать | не включать | исключать,10.0,Сбалансирован (хороший),не допускать | не впускать | исключать | лишить членства | изымать,10.0,Сбалансирован (идеальный порядок),исключа ть,3.5,Недостаточен (только 1 значение),"не впускать | не допускать (возможности и т | устранять | отказывать комул | от дома | ис ключать, выгонять",10.0,Сбалансирован (идеальный порядок),ис клю чать | ли шать член - ст ва,5.0,Удовлетворительный,исключать,5.0,Недостаточен (только 1 значение)
477,depressed,"noun, adjective","от  depress | подавленный, унылый | по-ниженный, сниженный | вогнутый; сплющенный",8.5,Сбалансирован (идеальный порядок),подавленный | отсталый,7.5,Сбалансирован (хороший),подавленныи | ослабленныи | сниженныи | сплющенныи,6.5,Сбалансирован (хороший),,0.0,Отсутствует в словаре,от | подавленныи | унылыи | по ниженныи | сниженныи | вогнутыи,5.0,Удовлетворительный,по дав - лен ныи | уны лыи | по ни жен ныи,6.5,Сбалансирован (хороший),,0.0,Отсутствует в словаре
478,animal,"noun, adjective",животное | ско-тина | животный; скотский; ~ breed-ing (или  husbandry)   животно-водство,10.0,Сбалансирован (хороший),животное | живое существо | зверь | животный,10.0,Сбалансирован (идеальный порядок),"животное | зверь | зверь, дикое животное | скотина (о человеке | человек или предмет | штука",10.0,Сбалансирован (идеальный порядок),живо тное | живо тныи,5.0,Удовлетворительный,"животное | зверь, дикое животное | ско тина | животныи | скотскии | костяная мука (удобрение",10.0,Сбалансирован (идеальный порядок),"жи вот ное | жи вот - ныи | скот скии | жиз нера до ст ность, бо д рость | вак ци на",6.5,Сбалансирован (хороший),животное | животныи,6.5,Сбалансирован (хороший)
479,balloon,"noun, verb","воздушный шар; неуправляемый аэростат | кру-жок, в который заключенысловаизображённого на карикатуре персо-нажа | attr.: ~ observation наблюде-ние с привязных аэростатов | раздуваться | надувать | под-ниматься на воздушном шаре balloonпcar [b /G04/G02lu:nk/G01:] n гондола аэростата",10.0,Сбалансирован (идеальный порядок),"воздушный шар | раздуваться, становиться больше",3.2,Недостаточен (пропущена часть речи),"воздушныи | шар | зонд | раздуваться | надувать | быстро увеличиваться, расти",8.3,Сбалансирован (хороший),возду шныи | шар | аэроста т загражде ния,3.8,Недостаточен (пропущена часть речи),воздушныи | шар | неуправляемыи | раздуваться | надувать | под ниматься на воздушном шаре,8.8,Избыточен (сильно перегружен),воз душ ныи | шар | не управ ля е мыи | ам | подъ ем на воз душ ном ша ре | при ход,6.3,Недостаточен (пропущена часть речи),воздушныи | шар | аэростат заг раждения,4.2,Недостаточен (пропущена часть речи)
480,seed,"noun, verb","семя, зерно; собир. семена; to go (или; перен.  перестать разви-ваться; опуститься; обрюзгнуть и т. п. | = semen | источник, начало | сеять, засевать (поле ) | се-мениться, пойтив семя | ронять се-мена",7.5,Сбалансирован (хороший),семечко | сеять,2.5,Недостаточен (пропущена часть речи),"семя, зерно | семя, сперма | источник, начало | сеять, засевать семенами | возвыш потомство | засевать поле пшеницеи",7.5,Избыточен (сильно перегружен),се мя,1.8,Недостаточен (пропущена часть речи),"мирянин | принадлежащии | к белому духовенству | ист | гражданская власть, приводив шая в исполнение приговоры цер ковных судов | церк",6.4,Избыточен (сильно перегружен),"се мя, зер но | со бир | се ме на | се ять, за се вать (по ле | ро нять се ме на | очи щать от зер ны шек (изюм и т",6.4,Удовлетворительный,семя,2.5,Недостаточен (пропущена часть речи)
481,calm,"adjective, noun, verb","тишина; спокойствие | штиль, затишье | успокаивать; умиротворять | тихий; безвет-ренный | мирный; спокойный | беззастен-чивый",10.0,Сбалансирован (идеальный порядок),спокойный | тихий | спокойствие | успокаивать,8.8,Сбалансирован (идеальный порядок),безветрие | тишь | штиль | успокаивать(ся | умиротворять(ся | утихомиривать,8.3,Сбалансирован (хороший),"тишина | безве трие, штиль | успока ивать | споко и | ныи",9.2,Сбалансирован (идеальный порядок),"тишина | ствие | успокаивать | умиротворять | успокаивать(ся), смяг чать(ся | тихии",9.5,Сбалансирован (идеальный порядок),"штиль, за ти шье | ти ши на, спо кои | ст вие | ус по ка и вать | уми ро тво рять | ус по ка и - вать(ся",7.2,Сбалансирован (хороший),"тишина | безветрие, штиль | успокаивать | спокои | ныи",10.0,Сбалансирован (идеальный порядок)
482,responsible,adjective,"ответ-ственный, несущий ответственность (to — перед кем-л.); б) быть инициатором, ром чего-л.; в) быть причиной чего-л. | надёжный, достойный до-верия | ответственный; важный | платёжеспособный",10.0,Сбалансирован (идеальный порядок),"достойный доверия, ответственный | ответственный, важный",7.5,Сбалансирован (хороший),ответственныи | наде | жныи | достои | ныи | доверия,6.5,Сбалансирован (хороший),отве тственныи | отвеча ть за,5.0,Удовлетворительный,"ответ ственныи | несущии | ответственность | перед кемл | а) быть ответственным за чтол | б) быть инициатором, автором чегол",9.0,Избыточен (сильно перегружен),от вет ст вен ныи | пе ред кем-ли бо | за что-ли бо | от вет ст - вен ныи | ра зум ныи | на деж ныи,7.5,Сбалансирован (хороший),от ветственныи | отве чать за,5.0,Удовлетворительный
483,princess,noun,принцесса; кня-гиня; княжна; ~ royal [ /G06pr/G05nses/G02r/G14/G05/G0El] старшая дочь английского короля | вид кровель-ной черепицы,7.5,Сбалансирован (хороший),принцесса | княгиня,7.5,Сбалансирован (хороший),"принцесса | жена принца | кронпринцесса, наследница престола | супруга наследника престола | княгиня, княжна",8.0,Сбалансирован (хороший),,0.0,Отсутствует в словаре,принцесса | кня гиня | княжна | старшая дочь англии | ского короля | вид кровель нои,10.0,Сбалансирован (идеальный порядок),"прин цес са | кня ги ня, княж на | стар шая дочь ан г лии | ско го ко ро ля | сорт кро вель - нои | че ре пи цы",8.5,Сбалансирован (идеальный порядок),,0.0,Отсутствует в словаре
484,usually,adverb,"обычно, обык-новенно",7.5,Удовлетворительный,обычно,7.5,Удовлетворительный,"обычно, обыкновенно",7.5,Удовлетворительный,"обы чно, обыкнове нно",6.0,Удовлетворительный,"обычно, обык новенно",7.5,Удовлетворительный,"обыч но, обык но вен но",7.5,Удовлетворительный,,0.0,Отсутствует в словаре
485,evaluate,verb,"оценивать; определять количество, качество и т.  п. | мат . выражать в числах",7.5,Сбалансирован (хороший),"оценивать, определять (качество, количество и т. д.)",5.0,Недостаточен (только 1 значение),"оценивать, устанавливать стоимость | определять количество | оценивать, давать оценку | мат вычислять",6.0,Удовлетворительный,"оце нивать, дава ть оце нку",3.5,Недостаточен (только 1 значение),"оценивать | определять количество, качество и т | мат | выражать в числах",10.0,Сбалансирован (идеальный порядок),"оце ни вать | оп ре де лять ко ли че ст во, ка че ст во и т | мат | вы ра жать в чис лах",7.5,Сбалансирован (хороший),,0.0,Отсутствует в словаре
486,parliamentary,adjective,"пар-ламентский, парламентарный",10.0,Удовлетворительный,,0.0,Отсутствует в словаре,парламентскии | парламентские выборы,7.5,Сбалансирован (хороший),,0.0,Отсутствует в словаре,"пар ламентскии | парламентарныи | опытныи | парламентарии | язык, допустимыи | в парла менте",8.0,Сбалансирован (хороший),пар ла мент скии | пар ла мен тар ныи,10.0,Сбалансирован (хороший),,0.0,Отсутствует в словаре
487,slavery,noun,рабство | тя-жёлый подневольный труд slaveпship [ /G01sle/G02v/G0B/G02p] n невольничье судно,7.5,Сбалансирован (хороший),рабство,5.0,Недостаточен (только 1 значение),"рабство, положение раба | тяже | лыи | подневольныи | труд",8.0,Сбалансирован (хороший),,0.0,Отсутствует в словаре,рабство | тя же | лыи | подневольныи | труд,8.0,Сбалансирован (хороший),раб ст во | тя же лыи | под не воль ныи | труд,6.5,Сбалансирован (хороший),,0.0,Отсутствует в словаре
488,plenty,"noun, adjective, adverb","(из)обилие; до-статок | множество; избыток | вполне; довольно; из-рядно, достаточно | обильный; многочисленный",10.0,Сбалансирован (идеальный порядок),"достаточно | много, полно",3.8,Недостаточен (пропущена часть речи),"большое количество | избыток | располагать временем | масса дел, которые нужно сделать | изобилие | достаток",7.0,Сбалансирован (хороший),"из)оби лие | мно жество | мно го, ско лько уго дно",3.2,Недостаточен (пропущена часть речи),из)обилие | до статок | рог изобилия | ностью использовать обстоятельства | пустить в ход все средства | сыграть на руку ко мул,7.7,Избыточен (сильно перегружен),изо би лие | до ста - ток | мно же ст во | впол - не | ам | обиль ныи,6.4,Недостаточен (пропущена часть речи),"из)обилие | множество | много, сколько угодно",4.5,Недостаточен (пропущена часть речи)
489,grandfather,noun,дедушка,7.5,Удовлетворительный,дедушка,7.5,Удовлетворительный,"дед, дедушка | напольные часы",9.0,Сбалансирован (хороший),де д(ушка,6.0,Удовлетворительный,дедушка | высокие напольные часы,9.0,Сбалансирован (хороший),де душ ка,6.0,Удовлетворительный,дед (ушка,6.0,Удовлетворительный
490,depressing,adjective,"гнетущий, тягостный; унылый; наводящий тоску",7.5,Удовлетворительный,наводящий уныние,7.5,Удовлетворительный,гнетущии,6.0,Удовлетворительный,,0.0,Отсутствует в словаре,от | гнетущии | тягостныи | унылыи | наводящии | тоску,5.0,Удовлетворительный,гне ту - щии | уны лыи,7.5,Сбалансирован (хороший),,0.0,Отсутствует в словаре
491,accurately,adverb,точно,10.0,Удовлетворительный,,0.0,Отсутствует в словаре,точно,10.0,Удовлетворительный,,0.0,Отсутствует в словаре,точно,10.0,Удовлетворительный,,0.0,Отсутствует в словаре,,0.0,Отсутствует в словаре
492,conception,noun,зачатие; оплодотворение | понимание | понятие | концепция | замысел,10.0,Сбалансирован (идеальный порядок),"представление, понимание | зачатие",7.5,Сбалансирован (хороший),"концепция | понятие, идея | зачатие | понимание | в мое | м представлении",10.0,Сбалансирован (идеальный порядок),поня тие | представле ние | зача тие,6.5,Сбалансирован (хороший),зачатие | оплодотворение | понимание | это выше моего пони мания | понятие | концепция,10.0,Сбалансирован (идеальный порядок),по - ни ма ние | по ня тие | кон цеп ция | за мы сел | за ча тие | оп ло до тво ре ние,6.5,Сбалансирован (хороший),по нятие | представление | за чатие,7.5,Сбалансирован (хороший)
493,psychiatric,adjective,психиатрический,10.0,Удовлетворительный,,0.0,Отсутствует в словаре,психиатрическии,8.5,Удовлетворительный,,0.0,Отсутствует в словаре,,0.0,Отсутствует в словаре,,0.0,Отсутствует в словаре,,0.0,Отсутствует в словаре
494,fit,"noun, adjective","pl судороги, конвуль-сии; истерия; to scream oneself into ~s ≅ отчаянно вопить | припадок, пароксизм | приступ (кашля  и т.  п.) | порыв, настроение | вспышка ( гнева и т. п. ) | пригонка, посад-ка",10.0,Сбалансирован (идеальный порядок),"подходить, быть впору | устанавливать, монтировать | соответствовать, совпадать | соответствовать | пригодный, подобающий | здоровый, бодрый",10.0,Сбалансирован (идеальный порядок),,0.0,Отсутствует в словаре,припа док | поры в | го дныи | быть впо ру,6.5,Сбалансирован (хороший),"судороги, конвуль сии | истерия | отчаянно вопить | припадок, пароксизм | апоплек сия, удар | приступ (кашля и т",10.0,Избыточен (сильно перегружен),"при па док, при ступ | год ныи | под ходя щии | со от вет ст ву ю щии | приспо соб лен ныи | над ле жа щее вре мя и ме с то",6.5,Сбалансирован (хороший),припадок | порыв | а годныи | быть впору,9.0,Сбалансирован (идеальный порядок)
495,editorial,"adjective, noun","редактор-ский, редакционный | передовая или  редакционная статья",7.5,Сбалансирован (хороший),"редакторский | передовица, редакционная статья",7.5,Сбалансирован (хороший),передовая статья | редакторскии | редакционныи | редакционное собрание | редакторская правка,8.0,Сбалансирован (хороший),редакцио нныи | передова я статья,6.0,Удовлетворительный,"редактор скии | редакционныи | редак ция (помещение | редакцион ные работники, сотрудники редак ции | редакционная коллегия | передовая или редакционная статья",8.0,Сбалансирован (хороший),редак тор скии | ре дак ци он ныи | щии | пе ре до ви цы | пе ре до вая (ста тья,6.5,Сбалансирован (хороший),,0.0,Отсутствует в словаре
496,strict,adjective,"точный, определён-ный | стро-гий, требовательный",7.5,Сбалансирован (хороший),"строгий, требовательный | строгий, точный | строгий | точный",10.0,Сбалансирован (идеальный порядок),строгии | требовательныи | суровыи | в строжаи | шеи | таи,6.5,Сбалансирован (хороший),стро гии | то чныи,6.5,Сбалансирован (хороший),точныи | определе | н ныи | истинная правда | в строгом смысле | стро гии,6.5,Сбалансирован (хороший),точ ныи | оп ре де - лен ныи | стро гии | ис пол ни тель ныи | тре бо ва тель ныи | стро гие при ка за ния,7.5,Сбалансирован (хороший),строгии | точ ныи,5.0,Удовлетворительный
497,rubber,"noun, verb","резина; каучук | резинка, ластик | презерва-тив | покрывать резиной, прорези-нивать | вытягивать шею, глазеть; любопытствовать | pl   галоши",10.0,Сбалансирован (идеальный порядок),резина | ластик,3.8,Недостаточен (пропущена часть речи),"резина | каучук | резинка, ластик | резиновыи | же | сткии",8.2,Сбалансирован (хороший),рези на | каучу к | гало ши,3.2,Недостаточен (пропущена часть речи),"резина | каучук | резинка, ластик | покрывать резинои | прорези нивать | вытягивать шею, глазеть",10.0,Избыточен (сильно перегружен),мас са жист | осе лок | при спо соб ле ние для тре ния | по кры вать ре - зи нои | про ре зи ни вать | ам,6.4,Удовлетворительный,резина | кау чук | галоши,4.0,Недостаточен (пропущена часть речи)
498,beast,noun,"зверь, животное; скотина; тварь | упрямец, неприят-ный человек | собир.  отгульный скот",10.0,Сбалансирован (хороший),зверь,5.0,Недостаточен (только 1 значение),крупныи | зверь | без измен) с-х скот | голова скота | рабочии | /тягловыи,8.5,Сбалансирован (идеальный порядок),зверь | шутл не будь таки м проти вным,6.5,Сбалансирован (хороший),"зверь, животное | скотина | тварь | вьючное животное | хищныи | зверь",10.0,Сбалансирован (идеальный порядок),"зверь, жи вот ное | ско ти на | вьюч ное жи - вот ное | хищ ныи | зверь",8.0,Сбалансирован (хороший),зверь | шутл | не будь таким противным | противныи,8.0,Сбалансирован (хороший)
499,trail,"noun, verb","след, хвост | след ( челоЗ века,  животного ) | тропа , тропинка | тащить(ся), волочить(ся) | отставать, идтисзади, плестись (часто  ~ behind) | идтипо следу; выслеживать",10.0,Сбалансирован (идеальный порядок),след | тропа | следить (за кем-либо) | волочить(ся) | отставать,8.3,Сбалансирован (хороший),"тропа, тропинка | лесные тропы | маршрут | тащить(ся), волочить(ся | тащиться по земле | нанести грязи в дом",8.0,Избыточен (сильно перегружен),"след | волочи ть(ся), тащи ть (ся | высле живать",5.0,Удовлетворительный,"след, хвост | траловая сеть | тащить(ся), волочить(ся | отставать, идти сзади, плестись (часто | идти по следу | машина оставила по зади себя столб пыли",8.2,Избыточен (сильно перегружен),"след (че ло ве ка, жи вот но го | та щить(ся), во ло - чить(ся | сви сать (о во ло сах, рас те ни ях | ид ти по сле ду",5.7,Удовлетворительный,"след | прицеп к автомобилю | волочить(ся), тащить(ся | выслеживать",7.0,Сбалансирован (хороший)
500,habit,"noun, verb","привычка, обыкновение; обычай; by (или  from) | особенность, свойство; характерная черта | пристрастие к наркотикам | одевать, облачать | сложение, телосложение | биол.  характер произраста-ния, развития; габитус",10.0,Сбалансирован (идеальный порядок),"привычка | привычка, зависимость | ряса",4.5,Недостаточен (пропущена часть речи),привычка | обычаи | обыкновение | англии | скии | пить чаи,7.7,Сбалансирован (хороший),привы чка | име ть привы чку | обы чаи,3.2,Недостаточен (пропущена часть речи),"привычка, обыкновение | обычаи | или | одевать, облачать | в силу привычки, по при вычке | иметь обыкновение чтол",9.5,Избыточен (сильно перегружен),"при выч ка, обык - но ве ние | обы чаи | от вык нуть от дур нои | при - выч ки | выи | ти из упо треб ле ния",5.7,Недостаточен (пропущена часть речи),привычка | обычаи,3.2,Недостаточен (пропущена часть речи)
